date,price
2006-01-01,413.374384236453
2006-01-02,413.374384236453
2006-01-03,413.374384236453
2006-01-04,413.374384236453
2006-01-05,413.374384236453
2006-01-06,413.374384236453
2006-01-07,413.374384236453
2006-01-08,627.365563567512
2006-01-09,627.365563567512
2006-01-10,627.365563567512
2006-01-11,627.365563567512
2006-01-12,627.365563567512
2006-01-13,627.365563567512
2006-01-14,627.365563567512
2006-01-15,471.363380425916
2006-01-16,471.363380425916
2006-01-17,471.363380425916
2006-01-18,471.363380425916
2006-01-19,471.363380425916
2006-01-20,471.363380425916
2006-01-21,471.363380425916
2006-01-22,463.433764965842
2006-01-23,463.433764965842
2006-01-24,463.433764965842
2006-01-25,463.433764965842
2006-01-26,463.433764965842
2006-01-27,463.433764965842
2006-01-28,463.433764965842
2006-01-29,402.341872091027
2006-01-30,402.341872091027
2006-01-31,402.341872091027
2006-02-01,402.341872091027
2006-02-02,402.341872091027
2006-02-03,402.341872091027
2006-02-04,402.341872091027
2006-02-05,606.304347826087
2006-02-06,606.304347826087
2006-02-07,606.304347826087
2006-02-08,606.304347826087
2006-02-09,606.304347826087
2006-02-10,606.304347826087
2006-02-11,606.304347826087
2006-02-12,344.285714285714
2006-02-13,344.285714285714
2006-02-14,344.285714285714
2006-02-15,344.285714285714
2006-02-16,344.285714285714
2006-02-17,344.285714285714
2006-02-18,344.285714285714
2006-02-19,286.428571428571
2006-02-20,286.428571428571
2006-02-21,286.428571428571
2006-02-22,286.428571428571
2006-02-23,286.428571428571
2006-02-24,286.428571428571
2006-02-25,286.428571428571
2006-02-26,342.857142857143
2006-02-27,342.857142857143
2006-02-28,342.857142857143
2006-03-01,342.857142857143
2006-03-02,342.857142857143
2006-03-03,342.857142857143
2006-03-04,342.857142857143
2006-03-05,615.717842914058
2006-03-06,615.717842914058
2006-03-07,615.717842914058
2006-03-08,615.717842914058
2006-03-09,615.717842914058
2006-03-10,615.717842914058
2006-03-11,615.717842914058
2006-03-12,427.142857142857
2006-03-13,427.142857142857
2006-03-14,427.142857142857
2006-03-15,427.142857142857
2006-03-16,427.142857142857
2006-03-17,427.142857142857
2006-03-18,427.142857142857
2006-03-19,401.428571428571
2006-03-20,401.428571428571
2006-03-21,401.428571428571
2006-03-22,401.428571428571
2006-03-23,401.428571428571
2006-03-24,401.428571428571
2006-03-25,401.428571428571
2006-03-26,399.285714285714
2006-03-27,399.285714285714
2006-03-28,399.285714285714
2006-03-29,399.285714285714
2006-03-30,399.285714285714
2006-03-31,399.285714285714
2006-04-01,399.285714285714
2006-04-02,420
2006-04-03,420
2006-04-04,420
2006-04-05,420
2006-04-06,420
