0,retail,mandi,arrival,events
2007-06-10,1034.0,1100.0,8274.0,0
2007-06-11,1035.0,350.0,4201.0,0
2007-06-12,1035.0,300.0,3190.0,0
2007-06-13,1035.0,825.0,961.0,0
2007-06-14,1035.0,775.0,798.0,0
2007-06-15,1036.0,775.0,820.0,0
2007-06-16,1036.0,975.0,857.0,0
2007-06-17,1036.0,975.0,1452.0,0
2007-06-18,1036.0,975.0,2016.0,0
2007-06-19,1037.0,975.0,1421.0,0
2007-06-20,1037.0,900.0,1229.0,0
2007-06-21,1037.0,850.0,1322.0,0
2007-06-22,1037.0,850.0,627.0,0
2007-06-23,1038.0,850.0,542.0,0
2007-06-24,1038.0,850.0,939.0,0
2007-06-25,1038.0,850.0,1413.0,0
2007-06-26,1038.0,950.0,1514.0,0
2007-06-27,1039.0,950.0,1109.0,0
2007-06-28,1039.0,950.0,1151.0,0
2007-06-29,1039.0,950.0,905.0,0
2007-06-30,1039.0,950.0,1203.0,0
2007-07-01,1040.0,810.0,1073.0,0
2007-07-02,1040.0,550.0,831.0,0
2007-07-03,1040.0,410.0,702.0,0
2007-07-04,1040.0,725.0,2304.0,0
2007-07-05,1041.0,525.0,1535.0,0
2007-07-06,1041.0,825.0,1194.0,0
2007-07-07,1041.0,950.0,1473.0,0
2007-07-08,1041.0,921.0,1942.0,0
2007-09-04,1059.0,456.0,913.0,1
2007-09-05,1060.0,525.0,1043.0,1
2007-09-06,1060.0,673.0,1091.0,1
2007-09-07,1060.0,874.0,1125.0,1
2007-09-08,1061.0,975.0,1198.0,1
2007-09-09,1061.0,957.0,4393.0,1
2007-09-10,1061.0,900.0,7534.0,1
2007-09-11,1062.0,250.0,3532.0,1
2007-09-12,1062.0,450.0,3190.0,1
2007-09-13,1063.0,650.0,3020.0,1
2007-09-14,1063.0,650.0,2861.0,1
2007-09-15,1063.0,650.0,2730.0,1
2007-09-16,1064.0,650.0,2602.0,1
2007-09-17,1064.0,650.0,2408.0,1
2007-09-18,1064.0,650.0,1932.0,1
2007-09-19,1065.0,1100.0,1642.0,1
2007-09-20,1065.0,1100.0,2481.0,1
2007-09-21,1065.0,1100.0,3525.0,1
2007-09-22,1066.0,1100.0,3923.0,1
2007-09-23,1066.0,1100.0,4101.0,1
2007-09-24,1067.0,1100.0,4178.0,1
2007-09-25,1067.0,1100.0,3972.0,1
2007-09-26,1067.0,1100.0,3329.0,1
2007-09-27,1068.0,450.0,4797.0,1
2007-09-28,1068.0,450.0,4487.0,1
2007-09-29,1068.0,450.0,5770.0,1
2007-09-30,1069.0,550.0,3510.0,1
2007-10-01,1069.0,650.0,1250.0,1
2007-10-02,1070.0,604.0,1266.0,1
2007-10-17,1075.0,1150.0,7845.0,2
2007-10-18,1076.0,1050.0,5403.0,2
2007-10-19,1076.0,1050.0,8111.0,2
2007-10-20,1077.0,855.0,7839.0,2
2007-10-21,1077.0,494.0,7155.0,2
2007-10-22,1078.0,300.0,6258.0,2
2007-10-23,1078.0,300.0,4768.0,2
2007-10-24,1078.0,300.0,5439.0,2
2007-10-25,1079.0,300.0,4575.0,2
2007-10-26,1079.0,500.0,4068.0,2
2007-10-27,1080.0,500.0,4434.0,2
2007-10-28,1080.0,500.0,5134.0,2
2007-10-29,1080.0,500.0,5615.0,2
2007-10-30,1081.0,450.0,4096.0,2
2007-10-31,1081.0,450.0,4059.0,2
2007-11-01,1082.0,650.0,1464.0,2
2007-11-02,1082.0,617.0,1274.0,2
2007-11-03,1083.0,557.0,1185.0,2
2007-11-04,1083.0,525.0,1104.0,2
2007-11-05,1083.0,525.0,1002.0,2
2007-11-06,1084.0,825.0,2885.0,2
2007-11-07,1084.0,925.0,683.0,2
2007-11-08,1085.0,819.0,1694.0,2
2007-11-09,1085.0,650.0,2706.0,2
2007-11-10,1086.0,502.0,2541.0,2
2007-11-11,1086.0,362.0,2234.0,2
2007-11-12,1086.0,300.0,2070.0,2
2007-11-13,1087.0,350.0,3248.0,2
2007-11-14,1087.0,300.0,3425.0,2
2007-11-29,1094.0,300.0,4004.0,3
2007-11-30,1095.0,300.0,3960.0,3
2007-12-01,1095.0,319.0,3450.0,3
2007-12-02,1096.0,372.0,2420.0,3
2007-12-03,1096.0,444.0,1407.0,3
2007-12-04,1097.0,525.0,951.0,3
2007-12-05,1097.0,635.0,968.0,3
2007-12-06,1098.0,775.0,1025.0,3
2007-12-07,1098.0,925.0,1566.0,3
2007-12-08,1099.0,839.0,1906.0,3
2007-12-09,1099.0,650.0,2500.0,3
2007-12-10,1100.0,300.0,1739.0,3
2007-12-11,1200.0,350.0,3105.0,3
2007-12-12,1271.0,300.0,2556.0,3
2007-12-13,1335.0,300.0,2798.0,3
2007-12-14,1382.0,300.0,3180.0,3
2007-12-15,1400.0,300.0,2640.0,3
2007-12-16,1400.0,300.0,3161.0,3
2007-12-17,1400.0,300.0,3843.0,3
2007-12-18,1500.0,300.0,4076.0,3
2007-12-19,1300.0,300.0,2653.0,3
2007-12-20,1300.0,250.0,2611.0,3
2007-12-21,1216.0,261.0,2041.0,3
2007-12-22,1100.0,275.0,1507.0,3
2007-12-23,1045.0,279.0,1507.0,3
2007-12-24,1000.0,282.0,1507.0,3
2007-12-25,940.0,286.0,1508.0,3
2007-12-26,875.0,289.0,1508.0,3
2007-12-27,821.0,291.0,1509.0,3
