"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2007,1,1,0.108,0.027
2007,1,2,0.059,0.058
2007,1,3,0.068,0.059
2007,2,1,0.068,0.058
2007,2,2,0.068,0.059
2007,2,3,0.013,0.011
2007,3,1,0,0.004
2007,3,2,0,0.034
2007,3,3,0.279,0.138
2007,4,1,0.563,0.599
2007,4,2,1.02,0.881
2007,4,3,1.056,1.203
2007,5,1,0.978,2.683
2007,5,2,0.955,3.718
2007,5,3,3.428,6.75
2007,6,1,49.86,34.07
2007,6,2,41.428,43.696
2007,6,3,73.89,37.682
2007,7,1,99.95,34.486
2007,7,2,3.324,32.959
2007,7,3,78.554,46.036
2007,8,1,70.176,39.491
2007,8,2,9.471,30.773
2007,8,3,102.61,53.914
2007,9,1,54.835,58.426
2007,9,2,147.588,53.209
2007,9,3,40.151,48.565
2007,10,1,1.39,36.694
2007,10,2,1.712,23.232
2007,10,3,13.401,10.272
2007,11,1,8.678,7.241
2007,11,2,1.2,6.455
2007,11,3,1.971,3.998
2007,12,1,1.923,1.124
2007,12,2,0.854,0.854
2007,12,3,0.718,0.665
2008,1,1,0.112,0.027
2008,1,2,0.059,0.058
2008,1,3,0.063,0.059
2008,2,1,0.065,0.058
2008,2,2,0.061,0.059
2008,2,3,0.011,0.011
2008,3,1,0.158,0.004
2008,3,2,0.009,0.034
2008,3,3,1.255,0.138
2008,4,1,2.049,0.599
2008,4,2,0.577,0.881
2008,4,3,0.995,1.203
2008,5,1,0.881,2.683
2008,5,2,0.79,3.718
2008,5,3,1.112,6.75
2008,6,1,18.721,34.07
2008,6,2,18.491,43.696
2008,6,3,16.818,37.682
2008,7,1,7.617,34.486
2008,7,2,5.032,32.959
2008,7,3,67.606,46.036
2008,8,1,78.473,39.491
2008,8,2,13.867,30.773
2008,8,3,68.054,53.914
2008,9,1,171.772,58.426
2008,9,2,129.505,53.209
2008,9,3,3.685,48.565
2008,10,1,29.119,36.694
2008,10,2,2.563,23.232
2008,10,3,2.638,10.272
2008,11,1,1.552,7.241
2008,11,2,6.122,6.455
2008,11,3,2.094,3.998
2008,12,1,6.764,1.124
2008,12,2,1.171,0.854
2008,12,3,0.928,0.665
2009,1,1,0.112,0.027
2009,1,2,0.059,0.058
2009,1,3,0.083,0.059
2009,2,1,0.063,0.058
2009,2,2,0.061,0.059
2009,2,3,0.011,0.011
2009,3,1,0,0.004
2009,3,2,1.108,0.034
2009,3,3,0.149,0.138
2009,4,1,0.77,0.599
2009,4,2,0.743,0.881
2009,4,3,0.989,1.203
2009,5,1,1.29,2.683
2009,5,2,13.169,3.718
2009,5,3,1.128,6.75
2009,6,1,22.374,34.07
2009,6,2,25.219,43.696
2009,6,3,26.797,37.682
2009,7,1,51.68,34.486
2009,7,2,20.948,32.959
2009,7,3,54.739,46.036
2009,8,1,2.41,39.491
2009,8,2,24.928,30.773
2009,8,3,74.254,53.914
2009,9,1,106.396,58.426
2009,9,2,22.649,53.209
2009,9,3,50.381,48.565
2009,10,1,67.844,36.694
2009,10,2,2.838,23.232
2009,10,3,4.052,10.272
2009,11,1,32.941,7.241
2009,11,2,46.516,6.455
2009,11,3,4.099,3.998
2009,12,1,1.016,1.124
2009,12,2,0.867,0.854
2009,12,3,0.739,0.665